package,name,composable,skippable,restartable,readonly,inline,isLambda,hasDefaults,defaultsGroup,groups,calls,
team.duckie.quackquack.animation.animatedQuackBorderAsState,animatedQuackBorderAsState,1,0,0,0,0,0,0,0,1,2,
team.duckie.quackquack.animation.animateQuackColorAsState,animateQuackColorAsState,1,0,0,0,0,0,0,0,1,2,
team.duckie.quackquack.animation.animatedQuackTypographyAsState,animatedQuackTypographyAsState,1,0,0,0,0,0,0,0,1,5,
